instrument_token,exchange_token,tradingsymbol,,,,,,,,segment,
519425,2029,IRFC,,,,,,,,NSE,
7968769,31128,IRFC-N2,,,,,,,,NSE,
7506689,29323,IRFC-N4,,,,,,,,NSE,
7578881,29605,IRFC-N5,,,,,,,,NSE,
7579393,29607,IRFC-N6,,,,,,,,NSE,
150017,586,IRFC-N7,,,,,,,,NSE,
151297,591,IRFC-N8,,,,,,,,NSE,
152833,597,IRFC-N9,,,,,,,,NSE,
154369,603,IRFC-NA,,,,,,,,NSE,
508673,1987,IRFC-NB,,,,,,,,NSE,
509697,1991,IRFC-NC,,,,,,,,NSE,
510209,1993,IRFC-ND,,,,,,,,NSE,
511745,1999,IRFC-NE,,,,,,,,NSE,
3000833,11722,IRFC-NF,,,,,,,,NSE,
3002881,11730,IRFC-NG,,,,,,,,NSE,
3007489,11748,IRFC-NH,,,,,,,,NSE,
3008257,11751,IRFC-NI,,,,,,,,NSE,
3009025,11754,IRFC-NJ,,,,,,,,NSE,
3009793,11757,IRFC-NK,,,,,,,,NSE,
3868161,15110,IRFC-NL,,,,,,,,NSE,
3868673,15112,IRFC-NM,,,,,,,,NSE,
3874305,15134,IRFC-NN,,,,,,,,NSE,
3883009,15168,IRFC-NO,,,,,,,,NSE,
1661185,6489,IRIS,,,,,,,,NSE,
582401,2275,IRISDOREME,,,,,,,,NSE,
637185,2489,ISEC,,,,,,,,NSE,
4730625,18479,ISFT,,,,,,,,NSE,
852225,3329,ISGEC,,,,,,,,NSE,
2814721,10995,ISHAN-SM,,,,,,,,NSE,
3822593,14932,ISMTLTD,,,,,,,,NSE,
4885505,19084,ITBEES,,,,,,,,NSE,
2596097,10141,ITBEESINAV,,,,,,,,NSE,
424961,1660,ITC,,,,,,,,NSE,
4940545,19299,ITDC,,,,,,,,NSE,
1439233,5622,ITDCEM,,,,,,,,NSE,
428801,1675,ITI,,,,,,,,NSE,
1718017,6711,IVC,,,,,,,,NSE,
430337,1681,IVP,,,,,,,,NSE,
2108417,8236,IVZINGINAV,,,,,,,,NSE,
4682753,18292,IVZINGOLD,,,,,,,,NSE,
6199553,24217,IVZINNIFTY,,,,,,,,NSE,
2578177,10071,IVZINNINAV,,,,,,,,NSE,
966657,3776,IWEL,,,,,,,,NSE,
3628545,14174,IZMO,,,,,,,,NSE,
1442049,5633,J&KBANK,,,,,,,,NSE,
3382017,13211,JAGRAN,,,,,,,,NSE,
1128961,4410,JAGSNPHARM,,,,,,,,NSE,
2881537,11256,JAIBALAJI,,,,,,,,NSE,
1316609,5143,JAICORPLTD,,,,,,,,NSE,
1539073,6012,JAINAM-SM,,,,,,,,NSE,
1412097,5516,JAIPURKURT,,,,,,,,NSE,
1010945,3949,JAKHARIA-SM,,,,,,,,NSE,
5357825,20929,JALAN-SM,,,,,,,,NSE,
5319169,20778,JAMNAAUTO,,,,,,,,NSE,
3579393,13982,JASH,,,,,,,,NSE,
1034497,4041,JAYAGROGN,,,,,,,,NSE,
437249,1708,JAYBARMARU,,,,,,,,NSE,
596737,2331,JAYNECOIND,,,,,,,,NSE,
440321,1720,JAYSREETEA,,,,,,,,NSE,
441857,1726,JBCHEPHARM,,,,,,,,NSE,
3536129,13813,JBFIND-BZ,,,,,,,,NSE,
2983681,11655,JBMA,,,,,,,,NSE,
1149697,4491,JCHAC,,,,,,,,NSE,
3435521,13420,JETAIRWAYS-BZ,,,,,,,,NSE,
1846017,7211,JETFREIGHT,,,,,,,,NSE,
4786945,18699,JETKNIT-SM,,,,,,,,NSE,
2786561,10885,JFLLIFE-SM,,,,,,,,NSE,
3512321,13720,JHS,,,,,,,,NSE,
3006209,11743,JINDALPHOT,,,,,,,,NSE,
449537,1756,JINDALPOLY,,,,,,,,NSE,
774145,3024,JINDALSAW,,,,,,,,NSE,
1723649,6733,JINDALSTEL,,,,,,,,NSE,
3552001,13875,JINDRILL,,,,,,,,NSE,
5284353,20642,JINDWORLD,,,,,,,,NSE,
6575105,25684,JISLDVREQS,,,,,,,,NSE,
2661633,10397,JISLJALEQS,,,,,,,,NSE,
5041921,19695,JITFINFRA-BE,,,,,,,,NSE,
3397121,13270,JKCEMENT,,,,,,,,NSE,
3908097,15266,JKIL,,,,,,,,NSE,
3453697,13491,JKLAKSHMI,,,,,,,,NSE,
3036161,11860,JKPAPER,,,,,,,,NSE,
3695361,14435,JKTYRE,,,,,,,,NSE,
1819905,7109,JMA,,,,,,,,NSE,
3491073,13637,JMFINANCIL,,,,,,,,NSE,
7589377,29646,JNPT-N1,,,,,,,,NSE,
4333313,16927,JOCIL,,,,,,,,NSE,
2933761,11460,JPASSOCIAT,,,,,,,,NSE,
4838145,18899,JPINFRATEC-BE,,,,,,,,NSE,
8065793,31507,JPOLYINVST,,,,,,,,NSE,
3011329,11763,JPPOWER,,,,,,,,NSE,
2876417,11236,JSL,,,,,,,,NSE,
3149825,12304,JSLHISAR,,,,,,,,NSE,
2313729,9038,JSLL-SM,,,,,,,,NSE,
4574465,17869,JSWENERGY,,,,,,,,NSE,
3041281,11880,JSWHL,,,,,,,,NSE,
1195777,4671,JSWISPL,,,,,,,,NSE,
3001089,11723,JSWSTEEL,,,,,,,,NSE,
828673,3237,JTEKTINDIA,,,,,,,,NSE,
1865473,7287,JTLIND,,,,,,,,NSE,
4632577,18096,JUBLFOOD,,,,,,,,NSE,
5514497,21541,JUBLINDS,,,,,,,,NSE,
712449,2783,JUBLINGREA,,,,,,,,NSE,
931073,3637,JUBLPHARMA,,,,,,,,NSE,
2800385,10939,JUNIORBEES,,,,,,,,NSE,
7670273,29962,JUSTDIAL,,,,,,,,NSE,
5177345,20224,JWL,,,,,,,,NSE,
3877377,15146,JYOTHYLAB,,,,,,,,NSE,
617217,2411,JYOTISTRUC-BZ,,,,,,,,NSE,
462081,1805,KABRAEXTRU,,,,,,,,NSE,
462849,1808,KAJARIACER,,,,,,,,NSE,
463617,1811,KAKATCEM,,,,,,,,NSE,
464385,1814,KALPATPOWR,,,,,,,,NSE,
5031169,19653,KALYANI-BE,,,,,,,,NSE,
3880961,15160,KALYANIFRG-BE,,,,,,,,NSE,
756481,2955,KALYANKJIL,,,,,,,,NSE,
467457,1826,KAMATHOTEL,,,,,,,,NSE,
3444993,13457,KAMDHENU,,,,,,,,NSE,
3536385,13814,KAMOPAINTS,,,,,,,,NSE,
6601217,25786,KANANIIND,,,,,,,,NSE,
2869249,11208,KANDARP-SM,,,,,,,,NSE,
469761,1835,KANORICHEM,,,,,,,,NSE,
456193,1782,KANPRPLA,,,,,,,,NSE,
306177,1196,KANSAINER,,,,,,,,NSE,
4855553,18967,KAPSTON,,,,,,,,NSE,
6242561,24385,KARMAENG,,,,,,,,NSE,
470529,1838,KARURVYSYA,,,,,,,,NSE,
3874817,15136,KAUSHALYA,,,,,,,,NSE,
3902465,15244,KAVVERITEL,,,,,,,,NSE,
2630657,10276,KAYA,,,,,,,,NSE,
3095553,12092,KAYNES,,,,,,,,NSE,
604161,2360,KBCGLOBAL-BE,,,,,,,,NSE,
2635009,10293,KCK-SM,,,,,,,,NSE,
471297,1841,KCP,,,,,,,,NSE,
1231105,4809,KCPSUGIND,,,,,,,,NSE,
3816449,14908,KDDL,,,,,,,,NSE,
3394561,13260,KEC,,,,,,,,NSE,
4664321,18220,KECL,,,,,,,,NSE,
2273281,8880,KEEPLEARN-BE,,,,,,,,NSE,
290561,1135,KEERTI-BE,,,,,,,,NSE,
3407361,13310,KEI,,,,,,,,NSE,
3438081,13430,KELLTONTEC,,,,,,,,NSE,
3031297,11841,KENNAMET,,,,,,,,NSE,
3360001,13125,KERNEX-BE,,,,,,,,NSE,
475905,1859,KESORAMIND,,,,,,,,NSE,
1064193,4157,KEYFINSERV,,,,,,,,NSE,
3419905,13359,KFINTECH,,,,,,,,NSE,
108801,425,KHADIM,,,,,,,,NSE,
229377,896,KHAICHEM,,,,,,,,NSE,
1001473,3912,KHAITANLTD,,,,,,,,NSE,
2468097,9641,KHANDSE,,,,,,,,NSE,
2449921,9570,KHFM-SM,,,,,,,,NSE,
5406465,21119,KICL,,,,,,,,NSE,
5103873,19937,KILITCH,,,,,,,,NSE,
1240833,4847,KIMS,,,,,,,,NSE,
4849665,18944,KINGFA,,,,,,,,NSE,
4896257,19126,KIOCL,,,,,,,,NSE,
4259585,16639,KIRIINDUS,,,,,,,,NSE,
3703297,14466,KIRLFER,,,,,,,,NSE,
4756737,18581,KIRLOSBROS,,,,,,,,NSE,
5359617,20936,KIRLOSENG,,,,,,,,NSE,
4870401,19025,KIRLOSIND,,,,,,,,NSE,
7398145,28899,KITEX,,,,,,,,NSE,
3425537,13381,KKCL,,,,,,,,NSE,
4551937,17781,KKVAPOW-SM,,,,,,,,NSE,
3754753,14667,KMSUGAR,,,,,,,,NSE,
2202113,8602,KNAGRI-SM,,,,,,,,NSE,
3912449,15283,KNRCON,,,,,,,,NSE,
2693889,10523,KOCONSINAV,,,,,,,,NSE,
770305,3009,KOHINOOR,,,,,,,,NSE,
2734081,10680,KOKMNCINAV,,,,,,,,NSE,
4307713,16827,KOKUYOCMLN,,,,,,,,NSE,
3871745,15124,KOLTEPATIL,,,,,,,,NSE,
491265,1919,KOPRAN,,,,,,,,NSE,
2787585,10889,KORE-SM,,,,,,,,NSE,
2580481,10080,KOTAKAINAV,,,,,,,,NSE,
1897473,7412,KOTAKALPHA,,,,,,,,NSE,
492033,1922,KOTAKBANK,,,,,,,,NSE,
2579201,10075,KOTAKBINAV,,,,,,,,NSE,
1497857,5851,KOTAKBKETF,,,,,,,,NSE,
2691073,10512,KOTAKCONS,,,,,,,,NSE,
2112513,8252,KOTAKGINAV,,,,,,,,NSE,
3803649,14858,KOTAKGOLD,,,,,,,,NSE,
2579969,10078,KOTAKIINAV,,,,,,,,NSE,
672513,2627,KOTAKIT,,,,,,,,NSE,
2580993,10082,KOTAKLINAV,,,,,,,,NSE,
3571201,13950,KOTAKLIQ,,,,,,,,NSE,
2209793,8632,KOTAKLOVOL,,,,,,,,NSE,
2067713,8077,KOTAKMID50,,,,,,,,NSE,
2580225,10079,KOTAKMINAV,,,,,,,,NSE,
2733057,10676,KOTAKMNC,,,,,,,,NSE,
4634113,18102,KOTAKNIFTY,,,,,,,,NSE,
2580737,10081,KOTAKNINAV,,,,,,,,NSE,
2932993,11457,KOTAKNV20,,,,,,,,NSE,
2579713,10077,KOTAKPINAV,,,,,,,,NSE,
3855617,15061,KOTAKPSUBK,,,,,,,,NSE,
3348993,13082,KOTAKSILVE,,,,,,,,NSE,
3350785,13089,KOTAKSINAV,,,,,,,,NSE,
2579457,10076,KOTAKVINAV,,,,,,,,NSE,
2981633,11647,KOTARISUG,,,,,,,,NSE,
1176065,4594,KOTHARIPET,,,,,,,,NSE,
1415169,5528,KOTHARIPRO,,,,,,,,NSE,
3572737,13956,KOTLIQINAV,,,,,,,,NSE,
1648897,6441,KOTYARK-SM,,,,,,,,NSE,
1329153,5192,KOVAI,,,,,,,,NSE,
1307649,5108,KPIGREEN,,,,,,,,NSE,
2478849,9683,KPITTECH,,,,,,,,NSE,
3817473,14912,KPRMILL,,,,,,,,NSE,
2707713,10577,KRBL,,,,,,,,NSE,
495873,1937,KREBSBIO,,,,,,,,NSE,
2938881,11480,KRIDHANINF,,,,,,,,NSE,
3288833,12847,KRISHANA,,,,,,,,NSE,
2219777,8671,KRISHIVAL-SM,,,,,,,,NSE,
2248193,8782,KRISHNADEF-SM,,,,,,,,NSE,
1642753,6417,KRITI,,,,,,,,NSE,
2377729,9288,KRITIKA,,,,,,,,NSE,
2926593,11432,KRITINUT,,,,,,,,NSE,
1371905,5359,KRSNAA,,,,,,,,NSE,
498945,1949,KSB,,,,,,,,NSE,
3832833,14972,KSCL,,,,,,,,NSE,
2664193,10407,KSHITIJPOL,,,,,,,,NSE,
4835585,18889,KSL,,,,,,,,NSE,
2831361,11060,KSOLVES,,,,,,,,NSE,
2061825,8054,KTKBANK,,,,,,,,NSE,
3550721,13870,KUANTUM,,,,,,,,NSE,
6386689,24948,L&TFH,,,,,,,,NSE,
2358273,9212,L&TFINANCE-NB,,,,,,,,NSE,
2358785,9214,L&TFINANCE-NC,,,,,,,,NSE,
2359297,9216,L&TFINANCE-ND,,,,,,,,NSE,
2362113,9227,L&TFINANCE-NE,,,,,,,,NSE,
2362625,9229,L&TFINANCE-NF,,,,,,,,NSE,
2363137,9231,L&TFINANCE-NG,,,,,,,,NSE,
2363649,9233,L&TFINANCE-NH,,,,,,,,NSE,
2364161,9235,L&TFINANCE-NI,,,,,,,,NSE,
2463233,9622,L&TFINANCE-NN,,,,,,,,NSE,
2463745,9624,L&TFINANCE-NO,,,,,,,,NSE,
2465281,9630,L&TFINANCE-NP,,,,,,,,NSE,
2468865,9644,L&TFINANCE-NQ,,,,,,,,NSE,
2470401,9650,L&TFINANCE-NR,,,,,,,,NSE,
2471937,9656,L&TFINANCE-NS,,,,,,,,NSE,
2473473,9662,L&TFINANCE-NT,,,,,,,,NSE,
2475265,9669,L&TFINANCE-NU,,,,,,,,NSE,
2476545,9674,L&TFINANCE-NV,,,,,,,,NSE,
2477057,9676,L&TFINANCE-NW,,,,,,,,NSE,
4004097,15641,L&TFINANCE-Y4,,,,,,,,NSE,
4007937,15656,L&TFINANCE-Y5,,,,,,,,NSE,
4015105,15684,L&TFINANCE-Y6,,,,,,,,NSE,
4027649,15733,L&TFINANCE-Y7,,,,,,,,NSE,
4035329,15763,L&TFINANCE-Y8,,,,,,,,NSE,
4045313,15802,L&TFINANCE-Y9,,,,,,,,NSE,
1501441,5865,LAGNAM,,,,,,,,NSE,
1222145,4774,LAKPRE-BZ,,,,,,,,NSE,
2983425,11654,LALPATHLAB,,,,,,,,NSE,
1640193,6407,LAMBODHARA,,,,,,,,NSE,
2404353,9392,LANCER,,,,,,,,NSE,
3398657,13276,LANDMARK,,,,,,,,NSE,
3692289,14423,LAOPALA,,,,,,,,NSE,
5558529,21713,LASA,,,,,,,,NSE,
1745409,6818,LATENTVIEW,,,,,,,,NSE,
846593,3307,LATTEYS-SM,,,,,,,,NSE,
4923905,19234,LAURUSLABS,,,,,,,,NSE,
1681409,6568,LAXMICOT,,,,,,,,NSE,
506625,1979,LAXMIMACH,,,,,,,,NSE,
1927425,7529,LCCINFOTEC,,,,,,,,NSE,
2399233,9372,LEMERITE-SM,,,,,,,,NSE,
667137,2606,LEMONTREE,,,,,,,,NSE,
5525761,21585,LEXUS-SM,,,,,,,,NSE,
2022913,7902,LFIC,,,,,,,,NSE,
4690177,18321,LGBBROSLTD,,,,,,,,NSE,
4312321,16845,LGBFORGE,,,,,,,,NSE,
4729601,18475,LGHL-SM,,,,,,,,NSE,
2836993,11082,LIBAS,,,,,,,,NSE,
510465,1994,LIBERTSHOE,,,,,,,,NSE,
511233,1997,LICHSGFIN,,,,,,,,NSE,
2426881,9480,LICI,,,,,,,,NSE,
2585089,10098,LICN50INAV,,,,,,,,NSE,
1551873,6062,LICNETFGSC,,,,,,,,NSE,
2897665,11319,LICNETFN50,,,,,,,,NSE,
2928897,11441,LICNETFSEN,,,,,,,,NSE,
2586625,10104,LICNETINAV,,,,,,,,NSE,
3898625,15229,LICNFNHGP,,,,,,,,NSE,
2581761,10085,LICNFNINAV,,,,,,,,NSE,
2585857,10101,LICNGSINAV,,,,,,,,NSE,
147969,578,LIKHITHA,,,,,,,,NSE,
1779457,6951,LINC,,,,,,,,NSE,
2968577,11596,LINCOLN,,,,,,,,NSE,
416513,1627,LINDEINDIA,,,,,,,,NSE,
2817537,11006,LIQUIDBEES,,,,,,,,NSE,
493313,1927,LIQUIDETF,,,,,,,,NSE,
2593793,10132,LIQUIDINAV,,,,,,,,NSE,
2561793,10007,LIQUIEINAV,,,,,,,,NSE,
2936833,11472,LLOYDS-SM,,,,,,,,NSE,
824321,3220,LODHA,,,,,,,,NSE,
3439617,13436,LOKESHMACH,,,,,,,,NSE,
4302593,16807,LOTUSEYE,,,,,,,,NSE,
5738241,22415,LOVABLE,,,,,,,,NSE,
2711041,10590,LOYALTEX,,,,,,,,NSE,
4316929,16863,LPDC,,,,,,,,NSE,
3638017,14211,LRRPL-ST,,,,,,,,NSE,
4557057,17801,LSIL,,,,,,,,NSE,
2939649,11483,LT,,,,,,,,NSE,
4531201,17700,LTGILTBEES,,,,,,,,NSE,
2594049,10133,LTGILTINAV,,,,,,,,NSE,
4561409,17818,LTIM,,,,,,,,NSE,
4752385,18564,LTTS,,,,,,,,NSE,
516609,2018,LUMAXIND,,,,,,,,NSE,
3587585,14014,LUMAXTECH,,,,,,,,NSE,
2672641,10440,LUPIN,,,,,,,,NSE,
2893057,11301,LUXIND,,,,,,,,NSE,
727297,2841,LXCHEM,,,,,,,,NSE,
519169,2028,LYKALABS,,,,,,,,NSE,
8055809,31468,LYPSAGEMS,,,,,,,,NSE,
519937,2031,M&M,,,,,,,,NSE,
3400961,13285,M&MFIN,,,,,,,,NSE,
5131777,20046,M&MFIN-N1,,,,,,,,NSE,
5132289,20048,M&MFIN-N2,,,,,,,,NSE,
5132801,20050,M&MFIN-N3,,,,,,,,NSE,
3844353,15017,MAANALU,,,,,,,,NSE,
5720833,22347,MACPOWER,,,,,,,,NSE,
3878657,15151,MADHAV,,,,,,,,NSE,
2114305,8259,MADHAVBAUG-SM,,,,,,,,NSE,
3499777,13671,MADHUCON,,,,,,,,NSE,
1257217,4911,MADRASFERT,,,,,,,,NSE,
2590721,10120,MAESGEINAV,,,,,,,,NSE,
307201,1200,MAESGETF,,,,,,,,NSE,
897793,3507,MAFANG,,,,,,,,NSE,
2590209,10118,MAFANGINAV,,,,,,,,NSE,
1336321,5220,MAFSETF,,,,,,,,NSE,
2587649,10108,MAFSETINAV,,,,,,,,NSE,
5476353,21392,MAGADSUGAR,,,,,,,,NSE,
3828993,14957,MAGNUM,,,,,,,,NSE,
3657217,14286,MAGOLDETF,,,,,,,,NSE,
3657985,14289,MAGOLDINAV,,,,,,,,NSE,
3658241,14290,MAGOLDINAV-RL,,,,,,,,NSE,
2912513,11377,MAHABANK,,,,,,,,NSE,
1341185,5239,MAHAPEXLTD,,,,,,,,NSE,
4486913,17527,MAHASTEEL,,,,,,,,NSE,
4506369,17603,MAHEPC,,,,,,,,NSE,
2451457,9576,MAHESHWARI,,,,,,,,NSE,
726785,2839,MAHICKRA-SM,,,,,,,,NSE,
3823873,14937,MAHINDCIE,,,,,,,,NSE,
1810945,7074,MAHKTECH,,,,,,,,NSE,
2586881,10105,MAHKTEINAV,,,,,,,,NSE,
2060801,8050,MAHLIFE,,,,,,,,NSE,
98561,385,MAHLOG,,,,,,,,NSE,
533761,2085,MAHSCOOTER,,,,,,,,NSE,
534529,2088,MAHSEAMLES,,,,,,,,NSE,
6281729,24538,MAITHANALL,,,,,,,,NSE,
2871809,11218,MAKS-SM,,,,,,,,NSE,
2039041,7965,MALLCOM,,,,,,,,NSE,
3418113,13352,MALUPAPER,,,,,,,,NSE,
2153729,8413,MAM150ETF,,,,,,,,NSE,
2588161,10110,MAM150INAV,,,,,,,,NSE,
2587905,10109,MAMFGEINAV,,,,,,,,NSE,
2042625,7979,MAMFGETF,,,,,,,,NSE,
2587137,10106,MAN50EINAV,,,,,,,,NSE,
1626369,6353,MAN50ETF,,,,,,,,NSE,
1899521,7420,MANAKALUCO,,,,,,,,NSE,
1897729,7413,MANAKCOAT,,,,,,,,NSE,
3890945,15199,MANAKSIA,,,,,,,,NSE,
1910529,7463,MANAKSTEEL,,,,,,,,NSE,
3531777,13796,MANALIPETC,,,,,,,,NSE,
4879617,19061,MANAPPURAM,,,,,,,,NSE,
5554433,21697,MANAV-SM,,,,,,,,NSE,
3025153,11817,MANGALAM,,,,,,,,NSE,
3841793,15007,MANGCHEFER,,,,,,,,NSE,
539137,2106,MANGLMCEM,,,,,,,,NSE,
3042305,11884,MANINDS,,,,,,,,NSE,
4665857,18226,MANINFRA,,,,,,,,NSE,
3520769,13753,MANOMAY,,,,,,,,NSE,
2618113,10227,MANORAMA,,,,,,,,NSE,
1644033,6422,MANORG,,,,,,,,NSE,
3474433,13572,MANUGRAPH,,,,,,,,NSE,
4398337,17181,MANXT50,,,,,,,,NSE,
2589953,10117,MANXT5INAV,,,,,,,,NSE,
2090753,8167,MANYAVAR,,,,,,,,NSE,
1850113,7227,MAPMYINDIA,,,,,,,,NSE,
540673,2112,MARALOVER,,,,,,,,NSE,
4776705,18659,MARATHON,,,,,,,,NSE,
1041153,4067,MARICO,,,,,,,,NSE,
339969,1328,MARINE,,,,,,,,NSE,
2708225,10579,MARKSANS,,,,,,,,NSE,
1731585,6764,MARSHALL-BE,,,,,,,,NSE,
2815745,10999,MARUTI,,,,,,,,NSE,
50945,199,MASFIN,,,,,,,,NSE,
4795137,18731,MASKINVEST-BE,,,,,,,,NSE,
2590465,10119,MASPTOINAV,,,,,,,,NSE,
1480193,5782,MASPTOP50,,,,,,,,NSE,
543745,2124,MASTEK,,,,,,,,NSE,
5561857,21726,MATRIMONY,,,,,,,,NSE,
4357633,17022,MAWANASUG,,,,,,,,NSE,
5728513,22377,MAXHEALTH,,,,,,,,NSE,
5741569,22428,MAXIND,,,,,,,,NSE,
4471809,17468,MAXVIL,,,,,,,,NSE,
7399937,28906,MAYURUNIQ,,,,,,,,NSE,
4829697,18866,MAZDA,,,,,,,,NSE,
130305,509,MAZDOCK,,,,,,,,NSE,
3252481,12705,MBAPL-BE,,,,,,,,NSE,
3503873,13687,MBECL-BE,,,,,,,,NSE,
4615425,18029,MBLINFRA,,,,,,,,NSE,
2674433,10447,MCDOWELL-N,,,,,,,,NSE,
5724161,22360,MCL,,,,,,,,NSE,
3057665,11944,MCLEODRUSS-BE,,,,,,,,NSE,
7982337,31181,MCX,,,,,,,,NSE,
545793,2132,MDL-SM,,,,,,,,NSE,
3060737,11956,MEDANTA,,,,,,,,NSE,
1607169,6278,MEDICAMEQ,,,,,,,,NSE,
2474753,9667,MEDICO,,,,,,,,NSE,
1857025,7254,MEDPLUS,,,,,,,,NSE,
2808577,10971,MEGAFLEX-SM,,,,,,,,NSE,
3787009,14793,MEGASOFT,,,,,,,,NSE,
2087169,8153,MEGASTAR,,,,,,,,NSE,
4595201,17950,MELSTAR-BZ,,,,,,,,NSE,
1782017,6961,MENONBE,,,,,,,,NSE,
2245377,8771,MEP,,,,,,,,NSE,
3041025,11879,MERCATOR-BE,,,,,,,,NSE,
841985,3289,METALFORGE-BZ,,,,,,,,NSE,
1853953,7242,METROBRAND,,,,,,,,NSE,
2452737,9581,METROPOLIS,,,,,,,,NSE,
1377793,5382,MFL,,,,,,,,NSE,
548353,2142,MFSL,,,,,,,,NSE,
407809,1593,MGEL,,,,,,,,NSE,
4488705,17534,MGL,,,,,,,,NSE,
365057,1426,MHHL-SM,,,,,,,,NSE,
2018817,7886,MHLXMIRU,,,,,,,,NSE,
4437249,17333,MHRIL,,,,,,,,NSE,
1835265,7169,MICEL,,,,,,,,NSE,
2177537,8506,MID150BEES,,,,,,,,NSE,
2594305,10134,MID150INAV,,,,,,,,NSE,
630529,2463,MIDHANI,,,,,,,,NSE,
40705,159,MILTON-SM,,,,,,,,NSE,
6629633,25897,MINDACORP,,,,,,,,NSE,
2278401,8900,MINDPOOL-SM,,,,,,,,NSE,
5710849,22308,MINDSPACE-RR,,,,,,,,NSE,
4620545,18049,MINDTECK,,,,,,,,NSE,
563713,2202,MIRCELECTR,,,,,,,,NSE,
1124865,4394,MIRZAINT,,,,,,,,NSE,
2168065,8469,MITCON,,,,,,,,NSE,
4751873,18562,MITTAL,,,,,,,,NSE,
5250305,20509,MKPL-SM,,,,,,,,NSE,
3544065,13844,MMFL,,,,,,,,NSE,
4197121,16395,MMP,,,,,,,,NSE,
4596993,17957,MMTC,,,,,,,,NSE,
1775105,6934,MODIRUBBER-BE,,,,,,,,NSE,
848897,3316,MODISONLTD,,,,,,,,NSE,
385793,1507,MOGSEC,,,,,,,,NSE,
2590977,10121,MOGSECINAV,,,,,,,,NSE,
2690049,10508,MOHEALTH,,,,,,,,NSE,
7532289,29423,MOHITIND,,,,,,,,NSE,
2708993,10582,MOHLTHINAV,,,,,,,,NSE,
2549249,9958,MOHOTAIND-BZ,,,,,,,,NSE,
5332481,20830,MOIL,,,,,,,,NSE,
918017,3586,MOKSH,,,,,,,,NSE,
1380865,5394,MOL,,,,,,,,NSE,
4512001,17625,MOLDTECH,,,,,,,,NSE,
1718529,6713,MOLDTKPAC,,,,,,,,NSE,
2593537,10131,MOLOWVINAV,,,,,,,,NSE,
2215425,8654,MOLOWVOL,,,,,,,,NSE,
5484289,21423,MOM100,,,,,,,,NSE,
2591233,10122,MOM100INAV,,,,,,,,NSE,
4937985,19289,MOM50,,,,,,,,NSE,
2592513,10127,MOM50INAV,,,,,,,,NSE,
2737409,10693,MOMENTUM,,,,,,,,NSE,
2743041,10715,MOMNTMINAV,,,,,,,,NSE,
2593025,10129,MOMOMEINAV,,,,,,,,NSE,
2094593,8182,MOMOMENTUM,,,,,,,,NSE,
5821185,22739,MON100,,,,,,,,NSE,
2593281,10130,MON100INAV,,,,,,,,NSE,
1965825,7679,MONARCH,,,,,,,,NSE,
1900033,7422,MONQ50,,,,,,,,NSE,
2592769,10128,MONQ50INAV,,,,,,,,NSE,
1520129,5938,MONTECARLO,,,,,,,,NSE,
2772481,10830,MOQLTYINAV,,,,,,,,NSE,
2770433,10822,MOQUALITY,,,,,,,,NSE,
7392513,28877,MORARJEE,,,,,,,,NSE,
578305,2259,MOREPENLAB,,,,,,,,NSE,
1076225,4204,MOTHERSON,,,,,,,,NSE,
3826433,14947,MOTILALOFS,,,,,,,,NSE,
2251009,8793,MOTOGENFIN-BE,,,,,,,,NSE,
2771201,10825,MOVALUE,,,,,,,,NSE,
2772737,10831,MOVALUINAV,,,,,,,,NSE,
3456513,13502,MOXSH-SM,,,,,,,,NSE,
1152769,4503,MPHASIS,,,,,,,,NSE,
2707969,10578,MPSLTD,,,,,,,,NSE,
5578753,21792,MPTODAY-SM,,,,,,,,NSE,
582913,2277,MRF,,,,,,,,NSE,
1313281,5130,MRO-IT,,,,,,,,NSE,
2303489,8998,MRO-TEK,,,,,,,,NSE,
584449,2283,MRPL,,,,,,,,NSE,
3051265,11919,MSPL,,,,,,,,NSE,
2395137,9356,MSTCLTD,,,,,,,,NSE,
2200577,8596,MSUMI,,,,,,,,NSE,
693505,2709,MTARTECH,,,,,,,,NSE,
8041729,31413,MTEDUCARE-BE,,,,,,,,NSE,
587265,2294,MTNL,,,,,,,,NSE,
2899201,11325,MUKANDLTD,,,,,,,,NSE,
2223873,8687,MUKTAARTS,,,,,,,,NSE,
3458817,13511,MUNJALAU,,,,,,,,NSE,
590593,2307,MUNJALSHOW,,,,,,,,NSE,
592129,2313,MURUDCERA,,,,,,,,NSE,
2666241,10415,MUTHOOTCAP,,,,,,,,NSE,
6054401,23650,MUTHOOTFIN,,,,,,,,NSE,
2639617,10311,MWL-SM,,,,,,,,NSE,
3289089,12848,N1NSETEST,,,,,,,,NSE,
5128193,20032,NABARD-N1,,,,,,,,NSE,
5128705,20034,NABARD-N2,,,,,,,,NSE,
5228801,20425,NACLIND,,,,,,,,NSE,
4427521,17295,NAGAFERT,,,,,,,,NSE,
3825153,14942,NAGREEKCAP,,,,,,,,NSE,
3763713,14702,NAGREEKEXP,,,,,,,,NSE,
3932161,15360,NAHARCAP,,,,,,,,NSE,
3355137,13106,NAHARINDUS,,,,,,,,NSE,
3697921,14445,NAHARPOLY,,,,,,,,NSE,
3696641,14440,NAHARSPING,,,,,,,,NSE,
91393,357,NAM-INDIA,,,,,,,,NSE,
2976513,11627,NARMADA,,,,,,,,NSE,
1003009,3918,NATCOPHARM,,,,,,,,NSE,
2832641,11065,NATHBIOGEN,,,,,,,,NSE,
